lon,lat,gravity_anomaly_base_mgal,aire_libre_mgal,bouguer_mgal,altura_m,gradiente_mgal_km
-76.31,2.92,65.4465571900001,616.433341190051,416.52883117535,1785.44000000017,11.3946356696334
-76.31,2.97,65.6046431700002,581.213523170022,394.144534387119,1670.80000000007,3.32973069983326
-76.31,3.02,65.7427207700003,571.16780077,387.793614853897,1637.8,1.91436863230085
-76.31,3.07,65.8841256400002,560.643989640026,381.139269998954,1603.24000000008,20.788877379317
-76.31,3.12,66.1540541500005,411.304638150116,286.079931533878,1118.44000000037,16.7838909843045
-76.31,3.17,66.3240108900003,377.059522890009,264.321010689101,1006.92000000003,2.82726528859873
-76.31,3.22,66.4690981600003,374.513618160004,262.751429625716,998.200000000011,1.15128686522164
-76.31,3.27,66.6147444900006,375.745536490006,263.589235649927,1001.72000000002,1.14850241246021
-76.31,3.32,66.7660341300003,375.329002130002,263.378714540679,999.880000000007,1.01670721445969
-76.31,3.37,66.9223189200007,374.102758920006,262.654068810779,995.400000000016,1.07961170652948
-76.31,3.42,67.0832797100007,372.486183710008,261.68240464662,989.640000000023,1.31454548273285
-76.31,3.47,67.2490212700004,370.380629270004,260.400903209635,982.280000000011,1.13263740377144
-76.31,3.52,67.41334182,374.45799782,263.058571748999,994.96,1.42454539464069
-76.31,3.57,67.5830010800003,377.269273080004,264.9114375381,1003.52000000001,1.6890196947535
-76.31,3.62,67.7588469000004,377.766062900004,265.291785085935,1004.56000000001,1.48298149514032
-76.31,3.67,67.9405537000004,376.120857700004,264.309405127492,998.640000000011,1.46050452593222
-76.31,3.72,68.1278977100008,372.34577771001,261.971939343848,985.800000000029,1.59776402977435
-76.31,3.77,68.3118811300004,375.702169130008,264.17734368898,996.080000000025,2.72026494610584
-76.31,3.82,68.5056492700003,371.871793270018,261.806974779985,983.040000000059,5.70298446227161
-76.31,3.87,68.7045946300007,365.392634630056,257.750711110839,961.40000000018,6.92409677113337
-76.31,3.92,68.9028248600004,362.011104860015,255.667960530351,949.800000000048,1.58829234777852
-76.31,3.97,69.10433268,357.04047668,252.573844351779,933.040000000001,6.87877056995169
-76.31,4.02,69.30086533,358.49609733,253.572653010975,937.119999999999,4.24185832109012
-76.31,4.07,69.50064093,357.251624930003,252.852170835722,932.44000000001,6.43352109346348
-76.31,4.12,69.65891062,398.478382619996,279.178796237456,1065.51999999999,7.13978666536302
-76.31,4.17,69.8644063000004,390.598558300005,274.232421466248,1039.32000000001,8.61924927936456
-76.31,4.22,69.96618207,486.465086070007,335.354366641619,1349.64000000002,17.5069729633212
-76.31,4.27,70.0076630000004,640.312806999951,433.399367910706,1848.03999999984,14.4502030711467
-76.31,4.32,70.2062118000004,631.969307799978,428.155024569899,1820.35999999993,2.23204803368332
-76.31,4.37,70.42291563,602.004931630002,409.140700532405,1722.56000000001,4.47781236762968
-76.31,4.42,70.6126033000004,594.849939300031,404.650444815443,1698.7600000001,3.26614897946243
-76.31,4.47,70.8326695000003,552.618989500014,377.821224783792,1561.20000000004,11.0469625650018
-76.31,4.52,71.1186374300008,440.352365430075,306.390009852506,1196.48000000024,8.08665909568268
-76.31,4.57,71.2354342100004,487.302298210023,336.34832799416,1348.24000000007,11.0677981977298
-76.31,4.62,71.2545057300005,621.006889729962,421.550234608238,1781.43999999988,10.5427884642475
-76.31,4.67,71.3991624900008,623.484562490007,423.181461620602,1789.00000000002,16.0228248667697
